role,lifecycle:transition,event,completeTime,case:REG_DATE,case,case:AMOUNT_REQ
112,COMPLETE,O_CANCELLED,2012-02-12 09:15:44,2012-01-11 22:30:35.116000+01:00,200085,11975
10914,COMPLETE,O_SELECTED,2012-01-12 17:30:28,2012-01-11 22:36:44.365000+01:00,200088,20000
10914,COMPLETE,O_CREATED,2012-01-12 17:30:29,2012-01-11 22:36:44.365000+01:00,200088,20000
10914,COMPLETE,O_SENT,2012-01-12 17:30:29,2012-01-11 22:36:44.365000+01:00,200088,20000
10889,COMPLETE,O_CANCELLED,2012-01-24 18:28:17,2012-01-11 22:36:44.365000+01:00,200088,20000
11119,COMPLETE,O_SELECTED,2012-01-12 19:28:38,2012-01-11 23:49:54.257000+01:00,200100,10000
11119,COMPLETE,O_CREATED,2012-01-12 19:29:25,2012-01-11 23:49:54.257000+01:00,200100,10000
11119,COMPLETE,O_SENT,2012-01-12 19:29:25,2012-01-11 23:49:54.257000+01:00,200100,10000
10899,COMPLETE,O_SENT_BACK,2012-01-25 11:37:11,2012-01-11 23:49:54.257000+01:00,200100,10000
10809,COMPLETE,O_SELECTED,2012-01-31 08:01:02,2012-01-11 23:49:54.257000+01:00,200100,10000
10809,COMPLETE,O_CANCELLED,2012-01-31 08:01:02,2012-01-11 23:49:54.257000+01:00,200100,10000
10809,COMPLETE,O_CREATED,2012-01-31 08:01:52,2012-01-11 23:49:54.257000+01:00,200100,10000
10809,COMPLETE,O_SENT,2012-01-31 08:01:52,2012-01-11 23:49:54.257000+01:00,200100,10000
10899,COMPLETE,O_SENT_BACK,2012-02-09 12:09:00,2012-01-11 23:49:54.257000+01:00,200100,10000
10809,COMPLETE,O_ACCEPTED,2012-02-10 12:24:37,2012-01-11 23:49:54.257000+01:00,200100,10000
11119,COMPLETE,O_SELECTED,2012-01-12 19:51:40,2012-01-12 00:26:04.236000+01:00,200103,10000
11119,COMPLETE,O_CREATED,2012-01-12 19:51:41,2012-01-12 00:26:04.236000+01:00,200103,10000
11119,COMPLETE,O_SENT,2012-01-12 19:51:41,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_SELECTED,2012-01-28 13:38:54,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_CANCELLED,2012-01-28 13:38:54,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_CREATED,2012-01-28 13:38:56,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_SENT,2012-01-28 13:38:57,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_SELECTED,2012-01-28 13:39:32,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_CANCELLED,2012-01-28 13:39:32,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_CREATED,2012-01-28 13:39:33,2012-01-12 00:26:04.236000+01:00,200103,10000
11181,COMPLETE,O_SENT,2012-01-28 13:39:33,2012-01-12 00:26:04.236000+01:00,200103,10000
112,COMPLETE,O_CANCELLED,2012-02-28 09:15:27,2012-01-12 00:26:04.236000+01:00,200103,10000
10932,COMPLETE,O_SELECTED,2012-01-12 09:58:12,2012-01-12 09:05:47.933000+01:00,200131,6500
10932,COMPLETE,O_CREATED,2012-01-12 09:58:13,2012-01-12 09:05:47.933000+01:00,200131,6500
10932,COMPLETE,O_SENT,2012-01-12 09:58:13,2012-01-12 09:05:47.933000+01:00,200131,6500
11049,COMPLETE,O_SENT_BACK,2012-01-19 10:15:30,2012-01-12 09:05:47.933000+01:00,200131,6500
10609,COMPLETE,O_ACCEPTED,2012-01-24 15:14:43,2012-01-12 09:05:47.933000+01:00,200131,6500
10910,COMPLETE,O_SELECTED,2012-01-12 09:20:08,2012-01-12 09:11:46.849000+01:00,200134,10000
10910,COMPLETE,O_CREATED,2012-01-12 09:20:59,2012-01-12 09:11:46.849000+01:00,200134,10000
10910,COMPLETE,O_SENT,2012-01-12 09:20:59,2012-01-12 09:11:46.849000+01:00,200134,10000
10899,COMPLETE,O_SENT_BACK,2012-01-26 11:00:27,2012-01-12 09:11:46.849000+01:00,200134,10000
10609,COMPLETE,O_ACCEPTED,2012-02-01 12:03:00,2012-01-12 09:11:46.849000+01:00,200134,10000
10910,COMPLETE,O_SELECTED,2012-01-12 13:28:07,2012-01-12 10:07:10.196000+01:00,200146,30000
10910,COMPLETE,O_CREATED,2012-01-12 13:28:55,2012-01-12 10:07:10.196000+01:00,200146,30000
10910,COMPLETE,O_SENT,2012-01-12 13:28:55,2012-01-12 10:07:10.196000+01:00,200146,30000
11202,COMPLETE,O_CANCELLED,2012-01-19 13:49:24,2012-01-12 10:07:10.196000+01:00,200146,30000
11202,COMPLETE,O_SELECTED,2012-01-19 13:49:24,2012-01-12 10:07:10.196000+01:00,200146,30000
11202,COMPLETE,O_CREATED,2012-01-19 13:50:11,2012-01-12 10:07:10.196000+01:00,200146,30000
11202,COMPLETE,O_SENT,2012-01-19 13:50:11,2012-01-12 10:07:10.196000+01:00,200146,30000
10789,COMPLETE,O_SENT_BACK,2012-01-27 11:47:23,2012-01-12 10:07:10.196000+01:00,200146,30000
10861,COMPLETE,O_CANCELLED,2012-02-15 13:35:53,2012-01-12 10:07:10.196000+01:00,200146,30000
11119,COMPLETE,O_SELECTED,2012-01-12 20:52:41,2012-01-12 11:19:01.257000+01:00,200170,11000
11119,COMPLETE,O_CREATED,2012-01-12 20:52:42,2012-01-12 11:19:01.257000+01:00,200170,11000
11119,COMPLETE,O_SENT,2012-01-12 20:52:42,2012-01-12 11:19:01.257000+01:00,200170,11000
10913,COMPLETE,O_CANCELLED,2012-02-11 14:39:36,2012-01-12 11:19:01.257000+01:00,200170,11000
10138,COMPLETE,O_SELECTED,2012-01-12 11:39:25,2012-01-12 11:31:20.239000+01:00,200173,50000
10138,COMPLETE,O_CREATED,2012-01-12 11:39:27,2012-01-12 11:31:20.239000+01:00,200173,50000
10138,COMPLETE,O_SENT,2012-01-12 11:39:28,2012-01-12 11:31:20.239000+01:00,200173,50000
10138,COMPLETE,O_SENT_BACK,2012-01-12 11:50:56,2012-01-12 11:31:20.239000+01:00,200173,50000
10138,COMPLETE,O_ACCEPTED,2012-01-27 13:24:44,2012-01-12 11:31:20.239000+01:00,200173,50000
11169,COMPLETE,O_SELECTED,2012-01-12 11:59:55,2012-01-12 11:47:00.332000+01:00,200176,6400
11169,COMPLETE,O_CREATED,2012-01-12 11:59:56,2012-01-12 11:47:00.332000+01:00,200176,6400
11169,COMPLETE,O_SENT,2012-01-12 11:59:56,2012-01-12 11:47:00.332000+01:00,200176,6400
11180,COMPLETE,O_CANCELLED,2012-02-02 19:15:29,2012-01-12 11:47:00.332000+01:00,200176,6400
11189,COMPLETE,O_SELECTED,2012-01-13 09:16:22,2012-01-12 12:42:30.479000+01:00,200191,20000
11189,COMPLETE,O_CREATED,2012-01-13 09:17:15,2012-01-12 12:42:30.479000+01:00,200191,20000
11189,COMPLETE,O_SENT,2012-01-13 09:17:15,2012-01-12 12:42:30.479000+01:00,200191,20000
10899,COMPLETE,O_SENT_BACK,2012-02-10 11:40:46,2012-01-12 12:42:30.479000+01:00,200191,20000
10138,COMPLETE,O_ACCEPTED,2012-02-13 10:33:11,2012-01-12 12:42:30.479000+01:00,200191,20000
10939,COMPLETE,O_SELECTED,2012-01-14 12:46:53,2012-01-12 13:07:42.026000+01:00,200194,16000
10939,COMPLETE,O_CREATED,2012-01-14 12:47:42,2012-01-12 13:07:42.026000+01:00,200194,16000
10939,COMPLETE,O_SENT,2012-01-14 12:47:42,2012-01-12 13:07:42.026000+01:00,200194,16000
10899,COMPLETE,O_SENT_BACK,2012-01-24 13:25:27,2012-01-12 13:07:42.026000+01:00,200194,16000
10972,COMPLETE,O_DECLINED,2012-01-27 14:10:40,2012-01-12 13:07:42.026000+01:00,200194,16000
11122,COMPLETE,O_SELECTED,2012-01-12 14:09:57,2012-01-12 13:15:31.330000+01:00,200200,7500
11122,COMPLETE,O_CREATED,2012-01-12 14:09:58,2012-01-12 13:15:31.330000+01:00,200200,7500
11122,COMPLETE,O_SENT,2012-01-12 14:09:58,2012-01-12 13:15:31.330000+01:00,200200,7500
10881,COMPLETE,O_CANCELLED,2012-01-30 20:44:09,2012-01-12 13:15:31.330000+01:00,200200,7500
10863,COMPLETE,O_SELECTED,2012-01-17 17:23:02,2012-01-12 14:42:02.990000+01:00,200224,5000
10863,COMPLETE,O_CREATED,2012-01-17 17:23:02,2012-01-12 14:42:02.990000+01:00,200224,5000
10863,COMPLETE,O_SENT,2012-01-17 17:23:03,2012-01-12 14:42:02.990000+01:00,200224,5000
11203,COMPLETE,O_CANCELLED,2012-01-28 15:13:33,2012-01-12 14:42:02.990000+01:00,200224,5000
10910,COMPLETE,O_SELECTED,2012-01-13 16:32:29,2012-01-12 15:19:29.822000+01:00,200239,3000
10910,COMPLETE,O_CREATED,2012-01-13 16:33:16,2012-01-12 15:19:29.822000+01:00,200239,3000
10910,COMPLETE,O_SENT,2012-01-13 16:33:16,2012-01-12 15:19:29.822000+01:00,200239,3000
10789,COMPLETE,O_SENT_BACK,2012-02-03 11:21:05,2012-01-12 15:19:29.822000+01:00,200239,3000
11289,COMPLETE,O_DECLINED,2012-02-09 14:21:07,2012-01-12 15:19:29.822000+01:00,200239,3000
11119,COMPLETE,O_SELECTED,2012-01-12 20:24:20,2012-01-12 15:29:01.846000+01:00,200251,5000
11119,COMPLETE,O_CREATED,2012-01-12 20:24:21,2012-01-12 15:29:01.846000+01:00,200251,5000
11119,COMPLETE,O_SENT,2012-01-12 20:24:21,2012-01-12 15:29:01.846000+01:00,200251,5000
10899,COMPLETE,O_SENT_BACK,2012-01-18 11:04:33,2012-01-12 15:29:01.846000+01:00,200251,5000
11289,COMPLETE,O_DECLINED,2012-01-23 11:00:49,2012-01-12 15:29:01.846000+01:00,200251,5000
10910,COMPLETE,O_SELECTED,2012-01-12 15:52:37,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_CREATED,2012-01-12 15:52:39,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_SENT,2012-01-12 15:52:39,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_CANCELLED,2012-01-12 15:53:53,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_SELECTED,2012-01-12 15:53:53,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_CREATED,2012-01-12 15:53:55,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_SENT,2012-01-12 15:53:55,2012-01-12 15:33:33.266000+01:00,200254,50000
11259,COMPLETE,O_SENT_BACK,2012-01-20 10:12:51,2012-01-12 15:33:33.266000+01:00,200254,50000
11289,COMPLETE,O_DECLINED,2012-01-24 12:29:17,2012-01-12 15:33:33.266000+01:00,200254,50000
10910,COMPLETE,O_SELECTED,2012-01-13 14:39:05,2012-01-12 15:46:16.802000+01:00,200260,5000
10910,COMPLETE,O_CREATED,2012-01-13 14:39:06,2012-01-12 15:46:16.802000+01:00,200260,5000
10910,COMPLETE,O_SENT,2012-01-13 14:39:06,2012-01-12 15:46:16.802000+01:00,200260,5000
10861,COMPLETE,O_CANCELLED,2012-02-01 12:09:12,2012-01-12 15:46:16.802000+01:00,200260,5000
11169,COMPLETE,O_SELECTED,2012-01-12 15:59:26,2012-01-12 15:50:28.892000+01:00,200266,7500
11169,COMPLETE,O_CREATED,2012-01-12 15:59:27,2012-01-12 15:50:28.892000+01:00,200266,7500
11169,COMPLETE,O_SENT,2012-01-12 15:59:27,2012-01-12 15:50:28.892000+01:00,200266,7500
11202,COMPLETE,O_CANCELLED,2012-01-19 15:59:23,2012-01-12 15:50:28.892000+01:00,200266,7500
11202,COMPLETE,O_SELECTED,2012-01-19 15:59:23,2012-01-12 15:50:28.892000+01:00,200266,7500
11202,COMPLETE,O_CREATED,2012-01-19 15:59:24,2012-01-12 15:50:28.892000+01:00,200266,7500
11202,COMPLETE,O_SENT,2012-01-19 15:59:24,2012-01-12 15:50:28.892000+01:00,200266,7500
10789,COMPLETE,O_SENT_BACK,2012-01-27 12:47:45,2012-01-12 15:50:28.892000+01:00,200266,7500
10972,COMPLETE,O_ACCEPTED,2012-02-02 08:51:27,2012-01-12 15:50:28.892000+01:00,200266,7500
11169,COMPLETE,O_SELECTED,2012-01-13 12:57:53,2012-01-12 15:52:07.878000+01:00,200269,10000
11169,COMPLETE,O_CREATED,2012-01-13 12:57:55,2012-01-12 15:52:07.878000+01:00,200269,10000
11169,COMPLETE,O_SENT,2012-01-13 12:57:55,2012-01-12 15:52:07.878000+01:00,200269,10000
11049,COMPLETE,O_SENT_BACK,2012-01-23 11:06:07,2012-01-12 15:52:07.878000+01:00,200269,10000
10909,COMPLETE,O_CANCELLED,2012-01-26 15:46:33,2012-01-12 15:52:07.878000+01:00,200269,10000
10909,COMPLETE,O_SELECTED,2012-01-26 15:46:33,2012-01-12 15:52:07.878000+01:00,200269,10000
10909,COMPLETE,O_CREATED,2012-01-26 15:47:24,2012-01-12 15:52:07.878000+01:00,200269,10000
10909,COMPLETE,O_SENT,2012-01-26 15:47:24,2012-01-12 15:52:07.878000+01:00,200269,10000
10899,COMPLETE,O_SENT_BACK,2012-02-01 11:31:59,2012-01-12 15:52:07.878000+01:00,200269,10000
10629,COMPLETE,O_ACCEPTED,2012-02-01 13:22:14,2012-01-12 15:52:07.878000+01:00,200269,10000
11003,COMPLETE,O_SELECTED,2012-01-12 15:58:35,2012-01-12 15:52:27.011000+01:00,200272,50000
11003,COMPLETE,O_CREATED,2012-01-12 15:58:36,2012-01-12 15:52:27.011000+01:00,200272,50000
11003,COMPLETE,O_SENT,2012-01-12 15:58:37,2012-01-12 15:52:27.011000+01:00,200272,50000
11259,COMPLETE,O_SENT_BACK,2012-02-06 11:03:13,2012-01-12 15:52:27.011000+01:00,200272,50000
11289,COMPLETE,O_DECLINED,2012-02-10 12:37:29,2012-01-12 15:52:27.011000+01:00,200272,50000
11122,COMPLETE,O_SELECTED,2012-01-12 16:22:26,2012-01-12 16:14:07.860000+01:00,200290,15000
11122,COMPLETE,O_CREATED,2012-01-12 16:22:28,2012-01-12 16:14:07.860000+01:00,200290,15000
11122,COMPLETE,O_SENT,2012-01-12 16:22:28,2012-01-12 16:14:07.860000+01:00,200290,15000
11049,COMPLETE,O_SENT_BACK,2012-01-19 10:34:57,2012-01-12 16:14:07.860000+01:00,200290,15000
10972,COMPLETE,O_ACCEPTED,2012-01-24 10:44:42,2012-01-12 16:14:07.860000+01:00,200290,15000
11003,COMPLETE,O_SELECTED,2012-01-13 15:48:15,2012-01-12 16:30:20.344000+01:00,200296,5000
11003,COMPLETE,O_CREATED,2012-01-13 15:48:16,2012-01-12 16:30:20.344000+01:00,200296,5000
11003,COMPLETE,O_SENT,2012-01-13 15:48:16,2012-01-12 16:30:20.344000+01:00,200296,5000
10789,COMPLETE,O_SENT_BACK,2012-01-20 10:08:49,2012-01-12 16:30:20.344000+01:00,200296,5000
10972,COMPLETE,O_DECLINED,2012-01-24 16:41:13,2012-01-12 16:30:20.344000+01:00,200296,5000
10982,COMPLETE,O_SELECTED,2012-01-12 18:47:03,2012-01-12 16:42:10.053000+01:00,200302,32000
10982,COMPLETE,O_CREATED,2012-01-12 18:47:51,2012-01-12 16:42:10.053000+01:00,200302,32000
10982,COMPLETE,O_SENT,2012-01-12 18:47:51,2012-01-12 16:42:10.053000+01:00,200302,32000
112,COMPLETE,O_CANCELLED,2012-02-12 09:15:53,2012-01-12 16:42:10.053000+01:00,200302,32000
10982,COMPLETE,O_SELECTED,2012-01-12 17:13:40,2012-01-12 17:09:42.835000+01:00,200311,5000
10982,COMPLETE,O_CREATED,2012-01-12 17:13:41,2012-01-12 17:09:42.835000+01:00,200311,5000
10982,COMPLETE,O_SENT,2012-01-12 17:13:41,2012-01-12 17:09:42.835000+01:00,200311,5000
10789,COMPLETE,O_SENT_BACK,2012-01-20 10:29:03,2012-01-12 17:09:42.835000+01:00,200311,5000
10889,COMPLETE,O_CANCELLED,2012-01-24 14:46:00,2012-01-12 17:09:42.835000+01:00,200311,5000
10889,COMPLETE,O_SELECTED,2012-01-24 14:46:00,2012-01-12 17:09:42.835000+01:00,200311,5000
10889,COMPLETE,O_CREATED,2012-01-24 14:46:01,2012-01-12 17:09:42.835000+01:00,200311,5000
10889,COMPLETE,O_SENT,2012-01-24 14:46:01,2012-01-12 17:09:42.835000+01:00,200311,5000
11049,COMPLETE,O_SENT_BACK,2012-01-30 11:27:08,2012-01-12 17:09:42.835000+01:00,200311,5000
10138,COMPLETE,O_ACCEPTED,2012-01-30 12:01:09,2012-01-12 17:09:42.835000+01:00,200311,5000
10929,COMPLETE,O_SELECTED,2012-01-18 20:01:20,2012-01-12 18:08:47.833000+01:00,200317,5000
10929,COMPLETE,O_CREATED,2012-01-18 20:01:21,2012-01-12 18:08:47.833000+01:00,200317,5000
10929,COMPLETE,O_SENT,2012-01-18 20:01:21,2012-01-12 18:08:47.833000+01:00,200317,5000
10899,COMPLETE,O_SENT_BACK,2012-01-25 11:51:05,2012-01-12 18:08:47.833000+01:00,200317,5000
10629,COMPLETE,O_DECLINED,2012-02-01 09:25:49,2012-01-12 18:08:47.833000+01:00,200317,5000
11122,COMPLETE,O_SELECTED,2012-01-12 19:01:49,2012-01-12 18:20:12.853000+01:00,200320,30000
11122,COMPLETE,O_CREATED,2012-01-12 19:01:50,2012-01-12 18:20:12.853000+01:00,200320,30000
11122,COMPLETE,O_SENT,2012-01-12 19:01:50,2012-01-12 18:20:12.853000+01:00,200320,30000
11203,COMPLETE,O_SELECTED,2012-01-23 19:46:17,2012-01-12 18:20:12.853000+01:00,200320,30000
11203,COMPLETE,O_CANCELLED,2012-01-23 19:46:17,2012-01-12 18:20:12.853000+01:00,200320,30000
11203,COMPLETE,O_CREATED,2012-01-23 19:46:17,2012-01-12 18:20:12.853000+01:00,200320,30000
11203,COMPLETE,O_SENT,2012-01-23 19:46:17,2012-01-12 18:20:12.853000+01:00,200320,30000
112,COMPLETE,O_CANCELLED,2012-02-23 09:15:50,2012-01-12 18:20:12.853000+01:00,200320,30000
11122,COMPLETE,O_SELECTED,2012-01-13 20:48:52,2012-01-12 18:50:57.884000+01:00,200335,5000
11122,COMPLETE,O_CREATED,2012-01-13 20:48:53,2012-01-12 18:50:57.884000+01:00,200335,5000
11122,COMPLETE,O_SENT,2012-01-13 20:48:53,2012-01-12 18:50:57.884000+01:00,200335,5000
10899,COMPLETE,O_SENT_BACK,2012-01-26 11:14:40,2012-01-12 18:50:57.884000+01:00,200335,5000
10138,COMPLETE,O_DECLINED,2012-01-31 14:42:12,2012-01-12 18:50:57.884000+01:00,200335,5000
10910,COMPLETE,O_SELECTED,2012-01-13 14:22:41,2012-01-12 19:28:58.257000+01:00,200359,20000
10910,COMPLETE,O_CREATED,2012-01-13 14:22:42,2012-01-12 19:28:58.257000+01:00,200359,20000
10910,COMPLETE,O_SENT,2012-01-13 14:22:42,2012-01-12 19:28:58.257000+01:00,200359,20000
10889,COMPLETE,O_SELECTED,2012-01-24 16:54:22,2012-01-12 19:28:58.257000+01:00,200359,20000
10889,COMPLETE,O_CANCELLED,2012-01-24 16:54:22,2012-01-12 19:28:58.257000+01:00,200359,20000
10889,COMPLETE,O_CREATED,2012-01-24 16:54:23,2012-01-12 19:28:58.257000+01:00,200359,20000
10889,COMPLETE,O_SENT,2012-01-24 16:54:23,2012-01-12 19:28:58.257000+01:00,200359,20000
10933,COMPLETE,O_CANCELLED,2012-01-31 12:07:53,2012-01-12 19:28:58.257000+01:00,200359,20000
11189,COMPLETE,O_SELECTED,2012-01-13 11:03:56,2012-01-12 19:29:27.368000+01:00,200362,7500
11189,COMPLETE,O_CREATED,2012-01-13 11:04:46,2012-01-12 19:29:27.368000+01:00,200362,7500
11189,COMPLETE,O_SENT,2012-01-13 11:04:46,2012-01-12 19:29:27.368000+01:00,200362,7500
11189,COMPLETE,O_CANCELLED,2012-01-13 11:10:09,2012-01-12 19:29:27.368000+01:00,200362,7500
11189,COMPLETE,O_SELECTED,2012-01-13 11:10:09,2012-01-12 19:29:27.368000+01:00,200362,7500
11189,COMPLETE,O_CREATED,2012-01-13 11:10:11,2012-01-12 19:29:27.368000+01:00,200362,7500
11189,COMPLETE,O_SENT,2012-01-13 11:10:11,2012-01-12 19:29:27.368000+01:00,200362,7500
10899,COMPLETE,O_SENT_BACK,2012-01-18 10:28:10,2012-01-12 19:29:27.368000+01:00,200362,7500
10629,COMPLETE,O_CANCELLED,2012-01-20 16:14:28,2012-01-12 19:29:27.368000+01:00,200362,7500
10629,COMPLETE,O_SELECTED,2012-01-20 16:14:28,2012-01-12 19:29:27.368000+01:00,200362,7500
10629,COMPLETE,O_CREATED,2012-01-20 16:15:03,2012-01-12 19:29:27.368000+01:00,200362,7500
10629,COMPLETE,O_SENT,2012-01-20 16:15:03,2012-01-12 19:29:27.368000+01:00,200362,7500
10629,COMPLETE,O_ACCEPTED,2012-01-20 16:16:44,2012-01-12 19:29:27.368000+01:00,200362,7500
10939,COMPLETE,O_SELECTED,2012-01-12 19:52:47,2012-01-12 19:35:12.178000+01:00,200365,33000
10939,COMPLETE,O_CREATED,2012-01-12 19:52:48,2012-01-12 19:35:12.178000+01:00,200365,33000
10939,COMPLETE,O_SENT,2012-01-12 19:52:48,2012-01-12 19:35:12.178000+01:00,200365,33000
10889,COMPLETE,O_CANCELLED,2012-01-18 20:59:49,2012-01-12 19:35:12.178000+01:00,200365,33000
11122,COMPLETE,O_SELECTED,2012-01-13 15:59:10,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CREATED,2012-01-13 15:59:12,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SENT,2012-01-13 15:59:12,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SELECTED,2012-01-13 16:02:14,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CANCELLED,2012-01-13 16:02:14,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CREATED,2012-01-13 16:02:16,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SENT,2012-01-13 16:02:16,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SELECTED,2012-01-13 16:06:51,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CANCELLED,2012-01-13 16:06:51,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CREATED,2012-01-13 16:06:52,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SENT,2012-01-13 16:06:52,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SELECTED,2012-01-13 16:10:22,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CANCELLED,2012-01-13 16:10:22,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_CREATED,2012-01-13 16:10:23,2012-01-12 19:58:03.235000+01:00,200374,9500
11122,COMPLETE,O_SENT,2012-01-13 16:10:23,2012-01-12 19:58:03.235000+01:00,200374,9500
11259,COMPLETE,O_SENT_BACK,2012-01-20 10:33:28,2012-01-12 19:58:03.235000+01:00,200374,9500
10629,COMPLETE,O_ACCEPTED,2012-01-31 14:53:52,2012-01-12 19:58:03.235000+01:00,200374,9500
10910,COMPLETE,O_SELECTED,2012-01-13 15:39:40,2012-01-12 20:17:25.200000+01:00,200377,5000
10910,COMPLETE,O_CREATED,2012-01-13 15:39:41,2012-01-12 20:17:25.200000+01:00,200377,5000
10910,COMPLETE,O_SENT,2012-01-13 15:39:41,2012-01-12 20:17:25.200000+01:00,200377,5000
112,COMPLETE,O_CANCELLED,2012-02-13 09:15:33,2012-01-12 20:17:25.200000+01:00,200377,5000
11189,COMPLETE,O_SELECTED,2012-01-13 10:27:09,2012-01-12 20:26:40.294000+01:00,200380,7000
11189,COMPLETE,O_CREATED,2012-01-13 10:27:10,2012-01-12 20:26:40.294000+01:00,200380,7000
11189,COMPLETE,O_SENT,2012-01-13 10:27:10,2012-01-12 20:26:40.294000+01:00,200380,7000
11259,COMPLETE,O_SENT_BACK,2012-01-18 11:09:14,2012-01-12 20:26:40.294000+01:00,200380,7000
10629,COMPLETE,O_ACCEPTED,2012-01-23 19:34:31,2012-01-12 20:26:40.294000+01:00,200380,7000
11122,COMPLETE,O_SELECTED,2012-01-12 20:41:27,2012-01-12 20:28:46.098000+01:00,200383,18000
11122,COMPLETE,O_CREATED,2012-01-12 20:41:28,2012-01-12 20:28:46.098000+01:00,200383,18000
11122,COMPLETE,O_SENT,2012-01-12 20:41:28,2012-01-12 20:28:46.098000+01:00,200383,18000
11201,COMPLETE,O_CANCELLED,2012-01-19 18:55:51,2012-01-12 20:28:46.098000+01:00,200383,18000
10909,COMPLETE,O_SELECTED,2012-01-13 20:47:41,2012-01-12 20:31:55.654000+01:00,200386,15000
10909,COMPLETE,O_CREATED,2012-01-13 20:48:29,2012-01-12 20:31:55.654000+01:00,200386,15000
10909,COMPLETE,O_SENT,2012-01-13 20:48:29,2012-01-12 20:31:55.654000+01:00,200386,15000
11259,COMPLETE,O_SENT_BACK,2012-02-08 11:07:16,2012-01-12 20:31:55.654000+01:00,200386,15000
11181,COMPLETE,O_CANCELLED,2012-02-10 19:07:56,2012-01-12 20:31:55.654000+01:00,200386,15000
11181,COMPLETE,O_SELECTED,2012-02-10 19:07:56,2012-01-12 20:31:55.654000+01:00,200386,15000
11181,COMPLETE,O_CREATED,2012-02-10 19:07:58,2012-01-12 20:31:55.654000+01:00,200386,15000
11181,COMPLETE,O_SENT,2012-02-10 19:07:58,2012-01-12 20:31:55.654000+01:00,200386,15000
10789,COMPLETE,O_SENT_BACK,2012-02-17 14:02:26,2012-01-12 20:31:55.654000+01:00,200386,15000
11289,COMPLETE,O_ACCEPTED,2012-02-17 14:29:54,2012-01-12 20:31:55.654000+01:00,200386,15000
11180,COMPLETE,O_SELECTED,2012-01-12 20:52:00,2012-01-12 20:39:06.126000+01:00,200389,10000
11180,COMPLETE,O_CREATED,2012-01-12 20:52:03,2012-01-12 20:39:06.126000+01:00,200389,10000
11180,COMPLETE,O_SENT,2012-01-12 20:52:03,2012-01-12 20:39:06.126000+01:00,200389,10000
11180,COMPLETE,O_SELECTED,2012-01-12 20:52:38,2012-01-12 20:39:06.126000+01:00,200389,10000
11180,COMPLETE,O_CANCELLED,2012-01-12 20:52:38,2012-01-12 20:39:06.126000+01:00,200389,10000
11180,COMPLETE,O_CREATED,2012-01-12 20:52:39,2012-01-12 20:39:06.126000+01:00,200389,10000
11180,COMPLETE,O_SENT,2012-01-12 20:52:39,2012-01-12 20:39:06.126000+01:00,200389,10000
11201,COMPLETE,O_CANCELLED,2012-01-19 18:58:03,2012-01-12 20:39:06.126000+01:00,200389,10000
11201,COMPLETE,O_SELECTED,2012-01-19 18:58:03,2012-01-12 20:39:06.126000+01:00,200389,10000
11201,COMPLETE,O_CREATED,2012-01-19 18:58:04,2012-01-12 20:39:06.126000+01:00,200389,10000
11201,COMPLETE,O_SENT,2012-01-19 18:58:04,2012-01-12 20:39:06.126000+01:00,200389,10000
11002,COMPLETE,O_SELECTED,2012-01-26 20:36:20,2012-01-12 20:39:06.126000+01:00,200389,10000
11002,COMPLETE,O_CANCELLED,2012-01-26 20:36:20,2012-01-12 20:39:06.126000+01:00,200389,10000
11002,COMPLETE,O_CREATED,2012-01-26 20:36:21,2012-01-12 20:39:06.126000+01:00,200389,10000
