org:group,resource country,organization country,org:resource,organization involved,role,event,impact,product,lifecycle:transition,completeTime,case,oranization country
Org line C,USA,us,Robert,G88 2nd,E_4,Accepted,High,PROD793,In Progress,2012-01-06 18:54:50,1-599626401,
Org line C,USA,us,Robert,G88 2nd,E_4,Completed,High,PROD793,Closed,2012-01-06 18:56:19,1-599626401,
Org line G4,Sweden,se,Andreas,S30 2nd,,Accepted,High,PROD412,In Progress,2011-11-02 09:00:44,1-600432558,
Org line G4,Sweden,se,Andreas,S30 2nd,,Accepted,High,PROD412,Assigned,2011-11-02 09:03:13,1-600432558,
Org line G4,Sweden,se,Gustav,S30 2nd,,Accepted,High,PROD412,In Progress,2011-11-21 14:52:20,1-600432558,
Org line G4,Sweden,se,Gustav,S30 2nd,,Completed,High,PROD412,Closed,2012-01-30 13:43:57,1-600432558,
Org line C,Sweden,se,Ann-Charlotte,G145 2nd,E_10,Accepted,Medium,PROD104,In Progress,2011-11-02 10:38:33,1-600506847,
Org line C,Sweden,se,Ann-Charlotte,G145 2nd,E_10,Queued,Medium,PROD104,Awaiting Assignment,2011-11-02 10:49:55,1-600506847,
Org line C,Sweden,se,Anders,G138 2nd,E_10,Accepted,Medium,PROD104,In Progress,2011-11-16 09:54:15,1-600506847,
Org line C,Sweden,se,Peter,G140 2nd,E_10,Queued,Medium,PROD104,Awaiting Assignment,2011-11-16 10:49:09,1-600506847,
Org line C,Sweden,se,Mica,G141 3rd,C_6,Queued,Medium,PROD104,Awaiting Assignment,2011-11-16 10:54:37,1-600506847,
Org line C,Sweden,se,Mica,G141 3rd,C_6,Accepted,Medium,PROD104,In Progress,2011-11-17 07:43:46,1-600506847,
Org line C,Sweden,se,Mårten,G141 3rd,C_6,Accepted,Medium,PROD104,In Progress,2011-11-17 09:13:49,1-600506847,
Org line C,Sweden,se,Peter,G140 2nd,E_10,Queued,Medium,PROD104,Awaiting Assignment,2011-11-17 09:17:35,1-600506847,
Org line C,Sweden,se,Magnus,G140 2nd,E_10,Accepted,Medium,PROD104,Assigned,2011-11-17 09:18:13,1-600506847,
Org line C,Sweden,se,Mica,G141 3rd,C_6,Queued,Medium,PROD104,Awaiting Assignment,2011-11-17 14:29:20,1-600506847,
Org line C,Sweden,se,Erik,G141 3rd,C_6,Accepted,Medium,PROD104,In Progress,2011-11-17 14:46:54,1-600506847,
Org line C,Sweden,se,Vikingur,G261 3rd,C_6,Accepted,Medium,PROD104,In Progress,2011-11-23 09:06:21,1-600506847,
Org line C,Sweden,se,Mica,G141 3rd,C_6,Queued,Medium,PROD104,Awaiting Assignment,2011-12-06 14:41:54,1-600506847,
Org line C,Sweden,se,Vikingur,G261 3rd,C_6,Accepted,Medium,PROD104,In Progress,2011-12-06 14:42:41,1-600506847,
Org line C,Sweden,se,Vikingur,G261 3rd,C_6,Completed,Medium,PROD104,Closed,2012-01-27 14:40:19,1-600506847,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Accepted,Medium,PROD153,In Progress,2011-11-02 13:11:01,1-600663061,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Queued,Medium,PROD153,Awaiting Assignment,2011-11-02 13:11:07,1-600663061,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Accepted,Medium,PROD153,In Progress,2011-11-09 13:36:53,1-600663061,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Completed,Medium,PROD153,Closed,2012-01-03 11:03:09,1-600663061,
Org line A2,Sweden,se,Aparna,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-11-02 19:58:55,1-600873076,
Org line A2,Sweden,se,Aparna,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-01-26 11:00:39,1-600873076,
Org line A2,Sweden,in,Saikat,G31 3rd,A2_4,Accepted,Medium,PROD194,In Progress,2011-11-03 05:42:43,1-601289432,
Org line A2,Sweden,in,Saikat,G31 3rd,A2_4,Accepted,Medium,PROD194,Assigned,2012-01-18 11:55:47,1-601289432,
Org line A2,Sweden,in,Saikat,G31 3rd,A2_4,Accepted,Medium,PROD194,In Progress,2012-02-22 07:10:05,1-601289432,
Org line A2,Sweden,in,Saikat,G31 3rd,A2_4,Completed,Medium,PROD194,Closed,2012-02-22 07:11:43,1-601289432,
Org line C,USA,fr,Sandra,N18 2nd,,Accepted,Low,PROD696,In Progress,2011-11-03 09:48:02,1-601400851,
Org line C,USA,fr,Sandra,N18 2nd,,Queued,Low,PROD696,Awaiting Assignment,2011-12-07 15:01:12,1-601400851,
Org line A2,POLAND,fr,Andrzej,M16 3rd,A2_2,Accepted,Low,PROD696,In Progress,2011-12-07 15:01:20,1-601400851,
Org line C,France,fr,Cyril,W12 2nd,E_6,Queued,Low,PROD696,Awaiting Assignment,2011-12-07 15:04:17,1-601400851,
Org line C,France,fr,Cyril,W12 2nd,E_6,Accepted,Low,PROD696,In Progress,2012-01-10 16:27:44,1-601400851,
Org line C,France,fr,Cyril,W12 2nd,E_6,Completed,Low,PROD696,Closed,2012-01-10 16:29:11,1-601400851,
Org line C,Belgium,be,Peter,G56 3rd,C_1,Accepted,Low,PROD394,In Progress,2011-11-03 10:02:34,1-601433623,
Org line C,Belgium,be,Peter,G56 3rd,C_1,Completed,Low,PROD394,Closed,2012-01-12 11:06:35,1-601433623,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-11-03 13:23:28,1-601636752,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-03 09:32:27,1-601636752,
Org line C,Sweden,se,Daniel,G157 2nd,E_7,Accepted,High,PROD677,In Progress,2011-11-03 18:45:21,1-601819090,
Org line C,Sweden,se,Daniel,G157 2nd,E_7,Accepted,High,PROD677,In Progress,2012-02-02 12:18:05,1-601819090,
Org line C,INDIA,se,Rajesh Kumar,G157 2nd,E_7,Accepted,High,PROD677,Assigned,2012-02-02 12:18:31,1-601819090,
Org line C,Sweden,se,Andres,G136 2nd,E_7,Accepted,High,PROD677,In Progress,2012-03-08 13:58:03,1-601819090,
Org line C,Sweden,se,Andres,G136 2nd,E_7,Completed,High,PROD677,Closed,2012-03-08 13:58:40,1-601819090,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,In Progress,2011-11-04 08:40:13,1-602316021,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,Wait,2011-11-04 08:40:22,1-602316021,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,In Progress,2012-01-03 08:04:51,1-602316021,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Completed,High,PROD229,Closed,2012-02-10 08:08:31,1-602316021,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,In Progress,2011-11-04 08:41:14,1-602316067,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,Wait,2011-11-04 08:43:29,1-602316067,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,In Progress,2012-01-03 08:07:05,1-602316067,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Completed,High,PROD229,Closed,2012-02-10 08:05:02,1-602316067,
Org line A2,Sweden,se,Henrik,G357 2nd,A2_2,Accepted,Medium,PROD233,Wait,2011-11-04 08:43:24,1-602316153,
Org line A2,Sweden,se,Henrik,G357 2nd,A2_2,Queued,Medium,PROD233,Awaiting Assignment,2012-01-03 08:22:34,1-602316153,
Org line A2,POLAND,se,Barbara,G357 2nd,A2_2,Accepted,Medium,PROD233,In Progress,2012-01-03 09:31:31,1-602316153,
Org line A2,POLAND,se,Barbara,G357 2nd,A2_2,Accepted,Medium,PROD233,Wait,2012-01-03 09:31:39,1-602316153,
Org line A2,POLAND,se,Barbara,G357 2nd,A2_2,Completed,Medium,PROD233,Closed,2012-03-30 13:46:28,1-602316153,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Accepted,High,PROD229,Wait,2011-11-04 08:44:24,1-602316201,
Org line A2,POLAND,pl,Marcin,L60 2nd,A2_2,Completed,High,PROD229,Closed,2012-02-10 08:07:18,1-602316201,
Org line A2,POLAND,pl,Marcin,W11 2nd,A2_4,Accepted,Low,PROD555,Wait,2011-11-04 08:45:46,1-602316215,
Org line A2,POLAND,pl,Marcin,W11 2nd,A2_4,Accepted,Low,PROD555,In Progress,2012-01-03 08:07:54,1-602316215,
Org line A2,POLAND,pl,Marcin,W11 2nd,A2_4,Completed,Low,PROD555,Closed,2012-02-10 08:04:41,1-602316215,
Org line A2,POLAND,pl,Marcin,W11 2nd,A2_4,Accepted,Medium,PROD370,Wait,2011-11-04 08:46:53,1-602316249,
Org line A2,POLAND,pl,Marcin,W11 2nd,A2_4,Completed,Medium,PROD370,Closed,2012-02-10 08:02:42,1-602316249,
Org line G1,Sweden,se,Jenny,G358 2nd,E_6,Accepted,Low,PROD380,In Progress,2011-11-04 10:27:04,1-602396115,
Org line G1,Sweden,se,Jenny,G358 2nd,E_6,Accepted,Low,PROD380,Wait,2011-11-04 12:23:05,1-602396115,
Org line G1,Sweden,se,Jenny,G358 2nd,E_6,Completed,Low,PROD380,Closed,2012-05-21 13:49:52,1-602396115,
Org line A2,POLAND,pl,Grzegorz,N26 2nd,A2_3,Accepted,Medium,PROD791,Wait,2011-11-04 16:13:21,1-602464818,
Org line A2,POLAND,pl,Grzegorz,N26 2nd,A2_3,Completed,Medium,PROD791,Closed,2012-04-23 13:37:01,1-602464818,
Org line C,Sweden,se,Praveen,G271 2nd,E_10,Accepted,High,PROD802,In Progress,2011-11-06 09:00:41,1-602870173,
Org line C,Sweden,se,Praveen,G271 2nd,E_10,Queued,High,PROD802,Awaiting Assignment,2011-11-06 09:10:10,1-602870173,
Org line C,Sweden,se,Sameer,G271 2nd,E_10,Accepted,High,PROD802,In Progress,2011-11-07 08:35:18,1-602870173,
Org line C,Sweden,se,Martin,G273 3rd,C_6,Queued,High,PROD802,Awaiting Assignment,2011-11-07 08:38:14,1-602870173,
Org line C,Sweden,se,Michael,R4 3rd,C_6,Accepted,High,PROD802,In Progress,2011-11-07 09:10:45,1-602870173,
Org line C,Sweden,se,Michael,R4 3rd,C_6,Accepted,High,PROD802,Wait,2011-11-07 10:03:58,1-602870173,
Org line C,Sweden,se,Michael,R4 3rd,C_6,Accepted,High,PROD802,In Progress,2011-11-07 11:45:40,1-602870173,
Org line C,Sweden,se,Daniel,R6 2nd,E_10,Queued,High,PROD802,Awaiting Assignment,2011-11-07 11:47:27,1-602870173,
Org line C,Sweden,se,Mikael,G273 3rd,C_6,Accepted,High,PROD802,In Progress,2011-11-08 10:42:37,1-602870173,
Org line C,Sweden,se,Daniel,R6 2nd,E_10,Accepted,High,PROD802,Assigned,2011-11-09 12:08:35,1-602870173,
Org line C,Sweden,se,Mikael,R6 2nd,E_10,Accepted,High,PROD802,In Progress,2011-11-09 12:09:46,1-602870173,
Org line C,Sweden,se,Mikael,R6 2nd,E_10,Completed,High,PROD802,Closed,2011-11-25 08:39:57,1-602870173,
Org line C,INDIA,se,M Humaira,G81,E_5,Accepted,High,PROD802,In Progress,2011-12-07 13:25:46,1-602870173,
Org line C,Sweden,se,Praveen,G271 2nd,E_10,Queued,High,PROD802,Awaiting Assignment,2011-12-07 13:27:34,1-602870173,
Org line C,Sweden,se,Arun,G271 2nd,E_10,Accepted,High,PROD802,In Progress,2011-12-07 13:29:22,1-602870173,
Org line C,Sweden,se,Partha,G271 2nd,E_10,Accepted,High,PROD802,Assigned,2011-12-07 13:29:55,1-602870173,
Org line C,Sweden,se,Martin,G273 3rd,C_6,Queued,High,PROD802,Awaiting Assignment,2011-12-07 13:50:32,1-602870173,
Org line C,Sweden,se,Mikael,G273 3rd,C_6,Accepted,High,PROD802,In Progress,2012-01-22 22:20:26,1-602870173,
Org line C,Sweden,se,Mikael,G273 3rd,C_6,Completed,High,PROD802,Closed,2012-01-22 22:21:04,1-602870173,
Org line C,INDIA,us,KumarGuru,G88 2nd,E_4,Accepted,Medium,PROD348,In Progress,2011-11-07 06:50:44,1-603537274,
Org line C,INDIA,us,KumarGuru,G88 2nd,E_4,Accepted,Medium,PROD348,Wait,2011-11-07 06:51:29,1-603537274,
Org line C,INDIA,us,KumarGuru,G88 2nd,E_4,Accepted,Medium,PROD348,Assigned,2011-11-07 06:51:56,1-603537274,
Org line C,INDIA,us,KumarGuru,G88 2nd,E_4,Accepted,Medium,PROD348,Assigned,2011-11-08 14:56:57,1-603537274,
Org line C,INDIA,us,KumarGuru,G88 2nd,E_4,Accepted,Medium,PROD348,Wait,2012-05-23 13:48:56,1-603537274,
Org line C,INDIA,us,KumarGuru,G88 2nd,E_4,Completed,Medium,PROD348,Closed,2012-05-28 07:16:32,1-603537274,
Org line V2,Sweden,se,Tomas,T3 2nd,,Accepted,Medium,PROD61,In Progress,2011-11-07 08:26:58,1-603563148,
Org line V2,Sweden,se,Tomas,T3 2nd,,Completed,Medium,PROD61,Closed,2012-01-09 12:27:06,1-603563148,
Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-11-07 10:47:29,1-603708003,
Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-30 14:08:22,1-603708003,
Org line C,INDIA,in,Anup,G119 2nd,E_8,Accepted,High,PROD597,In Progress,2011-11-07 11:57:05,1-603798757,
Org line C,INDIA,in,Anup,G119 2nd,E_8,Completed,High,PROD597,Closed,2012-05-23 13:07:40,1-603798757,
Org line C,Sweden,se,Kim,G120 3rd,C_5,Accepted,High,PROD597,In Progress,2011-11-08 09:01:01,1-604432843,
Org line C,Sweden,se,Kim,G120 3rd,C_5,Completed,High,PROD597,Closed,2012-02-01 09:55:22,1-604432843,
Org line C,Sweden,se,Kim,G120 3rd,C_5,Accepted,High,PROD597,In Progress,2011-11-08 09:02:33,1-604432860,
Org line C,Sweden,se,Kim,G120 3rd,C_5,Completed,High,PROD597,Closed,2012-02-01 09:55:55,1-604432860,
Org line C,Sweden,se,Kim,G120 3rd,C_5,Accepted,Low,PROD597,In Progress,2011-11-08 09:03:55,1-604432887,
Org line C,Sweden,se,Kim,G120 3rd,C_5,Completed,Low,PROD597,Closed,2012-02-01 09:56:20,1-604432887,
Org line C,INDIA,us,J,G88 2nd,E_4,Accepted,Medium,PROD348,In Progress,2011-11-08 12:29:53,1-604604928,
Org line C,INDIA,us,J,G88 2nd,E_4,Accepted,Medium,PROD348,Wait,2011-11-08 12:54:05,1-604604928,
Org line C,INDIA,us,J,G88 2nd,E_4,Completed,Medium,PROD348,Closed,2012-01-11 05:34:37,1-604604928,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Accepted,Medium,PROD603,In Progress,2011-11-08 13:37:04,1-604645912,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Queued,Medium,PROD603,Awaiting Assignment,2011-11-08 13:37:05,1-604645912,
Org line A2,France,fr,Maryse,V44 3rd,D_1,Accepted,Medium,PROD603,In Progress,2011-11-08 13:38:40,1-604645912,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Queued,Medium,PROD603,Awaiting Assignment,2011-11-08 13:38:53,1-604645912,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Accepted,Medium,PROD603,In Progress,2011-11-08 13:39:34,1-604645912,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Accepted,Medium,PROD603,In Progress,2011-11-08 13:47:11,1-604645912,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Completed,Medium,PROD603,Closed,2012-02-01 12:27:13,1-604645912,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Accepted,Medium,PROD596,In Progress,2011-11-08 14:23:20,1-604646378,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Completed,Medium,PROD596,Closed,2012-04-12 14:23:47,1-604646378,
Org line C,Sweden,in,Stefan,G163 3rd,,Accepted,High,PROD671,In Progress,2011-11-08 19:21:15,1-604882241,
Org line C,Sweden,in,Stefan,G163 3rd,,Queued,High,PROD671,Awaiting Assignment,2011-11-08 19:30:30,1-604882241,
Org line C,Sweden,in,Stefan,G157 2nd,E_7,Accepted,High,PROD671,In Progress,2011-11-11 07:58:22,1-604882241,
Org line C,Sweden,in,Amir,G163 3rd,,Queued,High,PROD671,Awaiting Assignment,2011-11-11 08:02:17,1-604882241,
Org line C,Sweden,in,Amir,G162 2nd,E_7,Accepted,High,PROD671,In Progress,2011-11-11 08:05:40,1-604882241,
Org line C,Sweden,in,Stefan,G163 3rd,,Queued,High,PROD671,Awaiting Assignment,2012-01-04 16:45:39,1-604882241,
Org line C,Sweden,in,Amir,G162 2nd,E_7,Accepted,High,PROD671,In Progress,2012-01-04 16:46:03,1-604882241,
Org line C,Sweden,in,Amir,G162 2nd,E_7,Completed,High,PROD671,Closed,2012-01-04 16:49:48,1-604882241,
Org line A2,Sweden,in,Kalpesh,L50 3rd,D_1,Accepted,Medium,PROD611,Assigned,2011-11-09 11:04:16,1-605029866,
Org line A2,Sweden,in,Sridhar,L50 3rd,D_1,Accepted,Medium,PROD611,In Progress,2011-11-09 11:58:57,1-605029866,
Org line A2,Sweden,in,Sridhar,L50 3rd,D_1,Completed,Medium,PROD611,Closed,2012-02-22 11:21:10,1-605029866,
Org line C,Sweden,in,Henrik,G186 2nd,E_8,Accepted,High,PROD476,In Progress,2011-11-09 09:17:08,1-605034229,
Org line C,Sweden,in,Henrik,G186 2nd,E_8,Accepted,High,PROD476,Wait,2011-11-09 09:17:58,1-605034229,
Org line C,Sweden,in,Henrik,G186 2nd,E_8,Completed,High,PROD476,Closed,2012-01-18 13:50:24,1-605034229,
Org line A2,POLAND,pl,Miroslawa,N26 2nd,A2_3,Accepted,Medium,PROD791,In Progress,2011-11-09 11:41:22,1-605184371,
Org line A2,POLAND,pl,Miroslawa,N26 2nd,A2_3,Accepted,Medium,PROD791,Assigned,2011-12-09 12:47:46,1-605184371,
Org line A2,POLAND,pl,Miroslawa,N26 2nd,A2_3,Accepted,Medium,PROD791,Wait,2011-12-09 15:06:20,1-605184371,
Org line A2,POLAND,pl,Bartosz,N26 2nd,A2_3,Accepted,Medium,PROD791,Assigned,2012-01-13 10:16:22,1-605184371,
Org line A2,POLAND,pl,Bartosz,N26 2nd,A2_3,Accepted,Medium,PROD791,In Progress,2012-01-20 06:55:08,1-605184371,
Org line A2,POLAND,pl,Bartosz,N26 2nd,A2_3,Accepted,Medium,PROD791,Wait,2012-02-01 12:45:27,1-605184371,
Org line A2,POLAND,pl,Bartosz,N26 2nd,A2_3,Completed,Medium,PROD791,Closed,2012-04-13 11:10:39,1-605184371,
Org line A2,United Kingdom,gb,Timothy,G42 3rd,A2_1,Accepted,High,PROD236,In Progress,2011-11-09 14:27:59,1-605279637,
Org line A2,United Kingdom,gb,Timothy,G42 3rd,A2_1,Completed,High,PROD236,Closed,2012-02-15 11:44:42,1-605279637,
Org line C,Sweden,se,Gitt,G57 2nd,E_2,Accepted,Low,PROD329,In Progress,2011-11-10 11:46:15,1-605728578,
Org line C,Sweden,se,Gitt,G57 2nd,E_2,Accepted,Low,PROD329,Wait,2011-11-10 11:52:04,1-605728578,
Org line C,Sweden,se,Gitt,G57 2nd,E_2,Completed,Low,PROD329,Closed,2012-01-09 13:36:47,1-605728578,
Org line C,INDIA,in,Amit,G92,E_5,Accepted,Medium,PROD423,In Progress,2011-11-11 04:57:04,1-606068287,
Org line C,INDIA,in,Amit,G92,E_5,Queued,Medium,PROD423,Awaiting Assignment,2011-11-11 04:58:52,1-606068287,
Org line C,POLAND,in,Rafal,G97,V3_2,Queued,Medium,PROD423,Awaiting Assignment,2011-11-13 05:23:39,1-606068287,
Org line C,INDIA,in,Amit,G92,E_5,Queued,Medium,PROD423,Awaiting Assignment,2011-12-01 08:16:48,1-606068287,
Org line C,INDIA,in,Sreelesh,G92,E_5,Accepted,Medium,PROD423,In Progress,2012-01-04 14:00:38,1-606068287,
Org line C,INDIA,in,Sreelesh,G92,E_5,Accepted,Medium,PROD423,Wait,2012-01-04 14:00:42,1-606068287,
Org line C,INDIA,in,Sreelesh,G92,E_5,Completed,Medium,PROD423,Closed,2012-02-27 13:26:37,1-606068287,
Org line C,Sweden,se,Björn,G268 3rd,C_6,Accepted,High,PROD802,In Progress,2011-11-11 15:55:57,1-606441115,
Org line C,Sweden,se,Björn,G268 3rd,C_6,Accepted,High,PROD802,Wait,2012-03-05 13:19:28,1-606441115,
Org line C,Sweden,se,Björn,G268 3rd,C_6,Completed,High,PROD802,Closed,2012-03-05 13:20:03,1-606441115,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Accepted,High,PROD597,In Progress,2011-11-14 01:21:36,1-606724483,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Queued,High,PROD597,Awaiting Assignment,2011-11-14 01:25:05,1-606724483,
Org line C,INDIA,in,Avishek,G119 2nd,E_8,Accepted,High,PROD597,In Progress,2011-12-19 15:56:47,1-606724483,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Accepted,High,PROD597,In Progress,2012-02-17 10:18:34,1-606724483,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Completed,High,PROD597,Closed,2012-02-17 10:18:42,1-606724483,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Accepted,Medium,PROD597,In Progress,2011-11-14 09:39:18,1-606829317,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Queued,Medium,PROD597,Awaiting Assignment,2011-11-14 09:40:23,1-606829317,
Org line C,INDIA,in,Avishek,G119 2nd,E_8,Accepted,Medium,PROD597,In Progress,2011-12-19 15:57:28,1-606829317,
Org line C,INDIA,in,Avishek,G119 2nd,E_8,Completed,Medium,PROD597,Closed,2012-01-04 15:25:13,1-606829317,
Org line C,Sweden,se,Helena,L1 2nd,E_1,Accepted,High,PROD153,In Progress,2011-11-14 12:01:10,1-606971198,
Org line C,Sweden,se,Helena,L1 2nd,E_1,Accepted,High,PROD153,In Progress,2011-11-14 12:03:18,1-606971198,
Org line C,Sweden,se,Jari,G99 2nd,E_1,Accepted,High,PROD153,In Progress,2012-03-14 12:25:28,1-606971198,
Org line C,Sweden,se,Peter,G99 2nd,E_1,Accepted,High,PROD153,Assigned,2012-03-14 12:28:01,1-606971198,
Org line C,Sweden,se,Peter,G99 2nd,E_1,Accepted,High,PROD153,In Progress,2012-03-14 13:55:06,1-606971198,
Org line C,Sweden,se,Peter,G99 2nd,E_1,Completed,High,PROD153,Closed,2012-03-14 13:55:07,1-606971198,
Org line C,France,se,Bruno,V29 2nd,E_6,Accepted,High,PROD412,In Progress,2011-11-14 14:38:06,1-607158761,
Org line C,France,se,Bruno,V29 2nd,E_6,Accepted,High,PROD412,In Progress,2011-11-14 14:38:49,1-607158761,
Org line G4,Sweden,se,Viktoria,S30 2nd,,Queued,High,PROD412,Awaiting Assignment,2011-11-17 13:32:14,1-607158761,
Org line G4,Sweden,se,Helene,S30 2nd,,Accepted,High,PROD412,In Progress,2011-12-13 10:08:38,1-607158761,
Org line G4,Sweden,se,Helene,S30 2nd,,Completed,High,PROD412,Closed,2012-03-06 14:55:15,1-607158761,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,Major,PROD659,In Progress,2011-11-15 09:26:37,1-607520800,
Org line G4,Sweden,se,Mikael,S33 2nd,,Accepted,Major,PROD659,Wait,2011-12-09 12:12:43,1-607520800,
Org line G4,Sweden,se,Mikael,S33 2nd,,Completed,Major,PROD659,Closed,2012-03-19 16:07:06,1-607520800,
Org line G4,Sweden,se,Rickard,S33 2nd,,Accepted,Low,PROD448,In Progress,2011-11-15 14:15:57,1-607840637,
Org line G4,Sweden,se,Rickard,S33 2nd,,Completed,Low,PROD448,Closed,2012-01-27 13:46:02,1-607840637,
Org line A2,United Kingdom,gb,Alan,G42 3rd,A2_1,Accepted,High,PROD236,Wait,2011-11-15 15:37:49,1-607934151,
Org line A2,United Kingdom,gb,Alan,G42 3rd,A2_1,Completed,High,PROD236,Closed,2012-02-15 11:35:45,1-607934151,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Accepted,High,PROD597,In Progress,2011-11-15 17:44:09,1-608010054,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Queued,High,PROD597,Awaiting Assignment,2011-11-15 17:44:52,1-608010054,
Org line C,INDIA,in,Arvind,G119 2nd,E_8,Accepted,High,PROD597,In Progress,2011-11-21 11:30:07,1-608010054,
Org line C,INDIA,in,Arvind,G119 2nd,E_8,Completed,High,PROD597,Closed,2012-05-23 18:28:37,1-608010054,
Org line A2,POLAND,kr,Piotr,V17 3rd,D_1,Queued,Medium,PROD594,Awaiting Assignment,2011-11-15 21:22:20,1-608036754,
Org line A2,POLAND,kr,Jacek,V14 3rd,D_1,Queued,Medium,PROD594,Awaiting Assignment,2011-11-18 13:25:55,1-608036754,
Org line A2,POLAND,kr,Jacek,V14 3rd,D_1,Accepted,Medium,PROD594,In Progress,2011-11-21 13:18:05,1-608036754,
Org line A2,POLAND,kr,Jacek,V14 3rd,D_1,Accepted,Medium,PROD594,Wait,2011-11-21 13:20:43,1-608036754,
Org line A2,POLAND,kr,Justyna,V12 3rd,D_1,Accepted,Medium,PROD594,In Progress,2012-01-24 09:56:45,1-608036754,
Org line A2,POLAND,kr,Justyna,V12 3rd,D_1,Completed,Medium,PROD594,Closed,2012-02-13 10:17:51,1-608036754,
Org line C,Sweden,us,Henrik,G67 2nd,E_3,Accepted,High,PROD151,In Progress,2011-11-16 10:20:29,1-608735919,
Org line C,Sweden,us,Henrik,G67 2nd,E_3,Accepted,High,PROD151,Wait,2011-11-16 11:31:40,1-608735919,
Org line C,Sweden,us,Henrik,G67 2nd,E_3,Accepted,High,PROD151,In Progress,2012-01-13 13:49:52,1-608735919,
Org line C,Sweden,us,Henrik,G67 2nd,E_3,Completed,High,PROD151,Closed,2012-01-13 13:50:48,1-608735919,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Accepted,Low,PROD597,In Progress,2011-11-16 17:09:39,1-609011164,
Org line C,INDIA,in,Vinay,G119 2nd,E_8,Queued,Low,PROD597,Awaiting Assignment,2011-11-16 17:39:55,1-609011164,
Org line C,INDIA,in,Avishek,G119 2nd,E_8,Accepted,Low,PROD597,In Progress,2011-12-19 15:57:47,1-609011164,
Org line C,INDIA,in,Avishek,G119 2nd,E_8,Completed,Low,PROD597,Closed,2012-01-04 14:30:41,1-609011164,
Org line C,Belgium,be,Hilde,G58 3rd,C_2,Accepted,Medium,PROD330,In Progress,2011-11-17 09:38:21,1-609700424,
Org line C,Belgium,be,Hilde,G58 3rd,C_2,Accepted,Medium,PROD330,Assigned,2011-11-17 09:53:34,1-609700424,
Org line C,Belgium,be,Hilde,G58 3rd,C_2,Accepted,Medium,PROD330,In Progress,2012-01-23 10:38:53,1-609700424,
Org line C,Belgium,be,Hilde,G58 3rd,C_2,Completed,Medium,PROD330,Closed,2012-02-29 12:09:57,1-609700424,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Accepted,Low,PROD153,In Progress,2011-11-18 08:28:00,1-611506787,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Accepted,Low,PROD153,Wait,2011-12-27 14:47:10,1-611506787,
Org line C,Sweden,se,Börje,G100 3rd,C_1,Completed,Low,PROD153,Closed,2012-01-03 10:49:38,1-611506787,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Accepted,Medium,PROD596,In Progress,2011-11-18 11:58:02,1-611582327,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Completed,Medium,PROD596,Closed,2012-03-14 15:55:46,1-611582327,
Org line A2,France,fr,Maryse,V21 2nd,D_1,Accepted,Low,PROD596,In Progress,2011-11-18 11:59:39,1-611582394,
