,case,event,startTime,completeTime,creator,variant,variant-index,org:resource,role,Activity
13399,Case2865,Assign seriousness,2010/02/19 09:03:38.000,2010/02/19 09:03:38.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13400,Case2865,Take in charge ticket,2010/02/19 09:16:18.000,2010/02/19 09:16:18.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13401,Case2865,Resolve ticket,2010/02/19 09:16:24.000,2010/02/19 09:16:24.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
13402,Case2865,Closed,2010/03/24 09:10:44.000,2010/03/24 09:10:44.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13403,Case2866,Assign seriousness,2013/02/27 07:54:54.000,2013/02/27 07:54:54.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
13404,Case2866,Take in charge ticket,2013/02/27 07:55:12.000,2013/02/27 07:55:12.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Take in charge ticket
13405,Case2866,Wait,2013/02/27 08:06:33.000,2013/02/27 08:06:33.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
13406,Case2866,Resolve ticket,2013/04/08 08:50:52.000,2013/04/08 08:50:52.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
13407,Case2866,Closed,2013/04/23 08:51:09.000,2013/04/23 08:51:09.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
13408,Case2867,Assign seriousness,2011/06/07 11:51:20.000,2011/06/07 11:51:20.000,Fluxicon Disco,Variant 16,16,Value 8,Value 8,Assign seriousness
13409,Case2867,Take in charge ticket,2011/06/07 11:51:31.000,2011/06/07 11:51:31.000,Fluxicon Disco,Variant 16,16,Value 8,Value 8,Take in charge ticket
13410,Case2867,Wait,2011/06/15 09:37:31.000,2011/06/15 09:37:31.000,Fluxicon Disco,Variant 16,16,Value 8,Value 8,Wait
13411,Case2867,Wait,2011/06/17 12:43:33.000,2011/06/17 12:43:33.000,Fluxicon Disco,Variant 16,16,Value 9,Value 9,Wait
13412,Case2867,Take in charge ticket,2011/06/28 12:19:42.000,2011/06/28 12:19:42.000,Fluxicon Disco,Variant 16,16,Value 8,Value 8,Take in charge ticket
13413,Case2867,Resolve ticket,2011/07/05 08:51:59.000,2011/07/05 08:51:59.000,Fluxicon Disco,Variant 16,16,Value 13,Value 13,Resolve ticket
13414,Case2867,Closed,2011/08/04 08:52:25.000,2011/08/04 08:52:25.000,Fluxicon Disco,Variant 16,16,Value 5,Value 5,Closed
13415,Case2868,Assign seriousness,2011/07/14 09:42:00.000,2011/07/14 09:42:00.000,Fluxicon Disco,Variant 5,5,Value 13,Value 13,Assign seriousness
13416,Case2868,Resolve ticket,2011/07/14 11:23:47.000,2011/07/14 11:23:47.000,Fluxicon Disco,Variant 5,5,Value 13,Value 13,Resolve ticket
13417,Case2868,Closed,2011/08/16 09:50:29.000,2011/08/16 09:50:29.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
13418,Case2869,Assign seriousness,2011/06/14 12:14:44.000,2011/06/14 12:14:44.000,Fluxicon Disco,Variant 3,3,Value 8,Value 8,Assign seriousness
13419,Case2869,Take in charge ticket,2011/07/07 09:46:13.000,2011/07/07 09:46:13.000,Fluxicon Disco,Variant 3,3,Value 9,Value 9,Take in charge ticket
13420,Case2869,Wait,2011/07/08 13:07:29.000,2011/07/08 13:07:29.000,Fluxicon Disco,Variant 3,3,Value 9,Value 9,Wait
13421,Case2869,Take in charge ticket,2011/07/11 13:01:17.000,2011/07/11 13:01:17.000,Fluxicon Disco,Variant 3,3,Value 9,Value 9,Take in charge ticket
13422,Case2869,Resolve ticket,2011/07/11 13:02:01.000,2011/07/11 13:02:01.000,Fluxicon Disco,Variant 3,3,Value 9,Value 9,Resolve ticket
13423,Case2869,Closed,2011/07/26 13:02:15.000,2011/07/26 13:02:15.000,Fluxicon Disco,Variant 3,3,Value 5,Value 5,Closed
13424,Case2870,Assign seriousness,2012/01/20 13:06:27.000,2012/01/20 13:06:27.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
13425,Case2870,Take in charge ticket,2012/01/20 13:07:49.000,2012/01/20 13:07:49.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
13426,Case2870,Resolve ticket,2012/01/27 11:16:34.000,2012/01/27 11:16:34.000,Fluxicon Disco,Variant 1,1,Value 17,Value 17,Resolve ticket
13427,Case2870,Closed,2012/02/22 13:12:11.000,2012/02/22 13:12:11.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13428,Case2871,Assign seriousness,2010/08/04 12:13:24.000,2010/08/04 12:13:24.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
13429,Case2871,Take in charge ticket,2010/08/25 08:20:45.000,2010/08/25 08:20:45.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Take in charge ticket
13430,Case2871,Resolve ticket,2010/08/25 08:22:43.000,2010/08/25 08:22:43.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Resolve ticket
13431,Case2871,Closed,2010/09/09 08:23:02.000,2010/09/09 08:23:02.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13432,Case2872,Assign seriousness,2010/09/28 14:45:44.000,2010/09/28 14:45:44.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
13433,Case2872,Take in charge ticket,2010/09/28 14:46:02.000,2010/09/28 14:46:02.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Take in charge ticket
13434,Case2872,Resolve ticket,2010/11/08 09:50:50.000,2010/11/08 09:50:50.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
13435,Case2872,Closed,2010/11/23 09:51:09.000,2010/11/23 09:51:09.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13436,Case2873,Assign seriousness,2013/03/13 16:31:41.000,2013/03/13 16:31:41.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
13437,Case2873,Take in charge ticket,2013/03/29 08:00:05.000,2013/03/29 08:00:05.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Take in charge ticket
13438,Case2873,Wait,2013/03/29 08:23:36.000,2013/03/29 08:23:36.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Wait
13439,Case2873,Resolve ticket,2013/04/08 14:06:30.000,2013/04/08 14:06:30.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Resolve ticket
13440,Case2873,Closed,2013/04/23 14:06:49.000,2013/04/23 14:06:49.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
13441,Case2874,Assign seriousness,2010/03/18 10:38:10.000,2010/03/18 10:38:10.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13442,Case2874,Take in charge ticket,2010/03/18 10:53:56.000,2010/03/18 10:53:56.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Take in charge ticket
13443,Case2874,Resolve ticket,2010/03/18 12:37:24.000,2010/03/18 12:37:24.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Resolve ticket
13444,Case2874,Closed,2010/04/24 09:40:36.000,2010/04/24 09:40:36.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13445,Case2875,Assign seriousness,2012/08/29 11:41:22.000,2012/08/29 11:41:22.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
13446,Case2875,Take in charge ticket,2012/09/04 06:09:20.000,2012/09/04 06:09:20.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Take in charge ticket
13447,Case2875,Wait,2012/09/06 12:21:33.000,2012/09/06 12:21:33.000,Fluxicon Disco,Variant 2,2,Value 13,Value 13,Wait
13448,Case2875,Resolve ticket,2012/10/12 09:21:41.000,2012/10/12 09:21:41.000,Fluxicon Disco,Variant 2,2,Value 13,Value 13,Resolve ticket
13449,Case2875,Closed,2012/10/27 09:21:52.000,2012/10/27 09:21:52.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
13450,Case2876,Assign seriousness,2012/05/23 07:58:58.000,2012/05/23 07:58:58.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13451,Case2876,Take in charge ticket,2012/05/23 11:18:26.000,2012/05/23 11:18:26.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
13452,Case2876,Resolve ticket,2012/05/23 13:20:45.000,2012/05/23 13:20:45.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13453,Case2876,Closed,2012/06/23 08:00:42.000,2012/06/23 08:00:42.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13454,Case2877,Assign seriousness,2010/12/14 10:24:26.000,2010/12/14 10:24:26.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Assign seriousness
13455,Case2877,Take in charge ticket,2010/12/16 10:38:47.000,2010/12/16 10:38:47.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
13456,Case2877,Wait,2010/12/17 06:58:04.000,2010/12/17 06:58:04.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Wait
13457,Case2877,Take in charge ticket,2010/12/30 07:56:35.000,2010/12/30 07:56:35.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
13458,Case2877,Resolve ticket,2010/12/30 07:56:40.000,2010/12/30 07:56:40.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Resolve ticket
13459,Case2877,Closed,2011/01/14 07:56:59.000,2011/01/14 07:56:59.000,Fluxicon Disco,Variant 3,3,Value 5,Value 5,Closed
13460,Case2878,Assign seriousness,2011/01/11 08:50:51.000,2011/01/11 08:50:51.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13461,Case2878,Take in charge ticket,2011/01/13 12:03:52.000,2011/01/13 12:03:52.000,Fluxicon Disco,Variant 1,1,Value 16,Value 16,Take in charge ticket
13462,Case2878,Resolve ticket,2011/01/13 12:14:52.000,2011/01/13 12:14:52.000,Fluxicon Disco,Variant 1,1,Value 16,Value 16,Resolve ticket
13463,Case2878,Closed,2011/02/24 09:00:28.000,2011/02/24 09:00:28.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13464,Case2879,Assign seriousness,2011/11/21 08:38:27.000,2011/11/21 08:38:27.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13465,Case2879,Take in charge ticket,2011/11/21 10:15:42.000,2011/11/21 10:15:42.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
13466,Case2879,Resolve ticket,2011/11/21 15:20:11.000,2011/11/21 15:20:11.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
13467,Case2879,Closed,2012/01/19 08:40:57.000,2012/01/19 08:40:57.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13468,Case2880,Assign seriousness,2012/06/21 12:18:05.000,2012/06/21 12:18:05.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13469,Case2880,Take in charge ticket,2012/06/21 12:18:15.000,2012/06/21 12:18:15.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13470,Case2880,Resolve ticket,2012/06/25 13:08:36.000,2012/06/25 13:08:36.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13471,Case2880,Closed,2012/07/24 12:20:51.000,2012/07/24 12:20:51.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13472,Case2881,Assign seriousness,2013/04/17 14:36:46.000,2013/04/17 14:36:46.000,Fluxicon Disco,Variant 178,178,Value 1,Value 1,Assign seriousness
13473,Case2881,Require upgrade,2013/04/24 13:30:41.000,2013/04/24 13:30:41.000,Fluxicon Disco,Variant 178,178,Value 4,Value 4,Require upgrade
13474,Case2881,Require upgrade,2013/04/24 13:30:41.000,2013/04/24 13:30:41.000,Fluxicon Disco,Variant 178,178,Value 4,Value 4,Require upgrade
13475,Case2881,Resolve ticket,2013/05/31 12:26:54.000,2013/05/31 12:26:54.000,Fluxicon Disco,Variant 178,178,Value 4,Value 4,Resolve ticket
13476,Case2881,Closed,2013/06/15 12:27:14.000,2013/06/15 12:27:14.000,Fluxicon Disco,Variant 178,178,Value 3,Value 3,Closed
13477,Case2882,Assign seriousness,2011/07/01 09:01:39.000,2011/07/01 09:01:39.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
13478,Case2882,Take in charge ticket,2011/07/04 10:06:39.000,2011/07/04 10:06:39.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
13479,Case2882,Resolve ticket,2011/07/05 11:33:04.000,2011/07/05 11:33:04.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
13480,Case2882,Closed,2011/08/25 09:10:40.000,2011/08/25 09:10:40.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13481,Case2883,Assign seriousness,2012/04/26 11:49:14.000,2012/04/26 11:49:14.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13482,Case2883,Take in charge ticket,2012/04/26 11:49:25.000,2012/04/26 11:49:25.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13483,Case2883,Resolve ticket,2012/04/27 08:54:09.000,2012/04/27 08:54:09.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13484,Case2883,Closed,2012/05/29 11:50:16.000,2012/05/29 11:50:16.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13485,Case2884,Assign seriousness,2011/06/08 12:37:06.000,2011/06/08 12:37:06.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13486,Case2884,Take in charge ticket,2011/06/08 12:39:11.000,2011/06/08 12:39:11.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
13487,Case2884,Resolve ticket,2011/06/09 08:20:42.000,2011/06/09 08:20:42.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
13488,Case2884,Closed,2011/07/09 12:40:31.000,2011/07/09 12:40:31.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13489,Case2885,Assign seriousness,2012/04/02 11:45:00.000,2012/04/02 11:45:00.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13490,Case2885,Take in charge ticket,2012/04/02 12:26:49.000,2012/04/02 12:26:49.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
13491,Case2885,Resolve ticket,2012/04/10 12:58:46.000,2012/04/10 12:58:46.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13492,Case2885,Closed,2012/05/03 11:50:44.000,2012/05/03 11:50:44.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13493,Case2886,Assign seriousness,2012/05/16 07:26:31.000,2012/05/16 07:26:31.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13494,Case2886,Take in charge ticket,2012/05/16 12:56:29.000,2012/05/16 12:56:29.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13495,Case2886,Resolve ticket,2012/05/16 14:07:54.000,2012/05/16 14:07:54.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13496,Case2886,Closed,2012/07/08 07:30:30.000,2012/07/08 07:30:30.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13497,Case2887,Assign seriousness,2011/03/11 08:55:19.000,2011/03/11 08:55:19.000,Fluxicon Disco,Variant 14,14,Value 8,Value 8,Assign seriousness
13498,Case2887,Take in charge ticket,2011/03/11 08:56:04.000,2011/03/11 08:56:04.000,Fluxicon Disco,Variant 14,14,Value 8,Value 8,Take in charge ticket
13499,Case2887,Wait,2011/04/07 13:51:29.000,2011/04/07 13:51:29.000,Fluxicon Disco,Variant 14,14,Value 12,Value 12,Wait
13500,Case2887,Wait,2011/04/18 12:46:39.000,2011/04/18 12:46:39.000,Fluxicon Disco,Variant 14,14,Value 12,Value 12,Wait
13501,Case2887,Resolve ticket,2011/04/21 08:29:12.000,2011/04/21 08:29:12.000,Fluxicon Disco,Variant 14,14,Value 12,Value 12,Resolve ticket
13502,Case2887,Closed,2011/05/06 08:29:28.000,2011/05/06 08:29:28.000,Fluxicon Disco,Variant 14,14,Value 5,Value 5,Closed
13503,Case2888,Assign seriousness,2010/07/08 06:35:05.000,2010/07/08 06:35:05.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
13504,Case2888,Take in charge ticket,2010/07/30 07:02:56.000,2010/07/30 07:02:56.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Take in charge ticket
13505,Case2888,Resolve ticket,2010/07/30 08:21:44.000,2010/07/30 08:21:44.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Resolve ticket
13506,Case2888,Closed,2010/08/14 08:21:59.000,2010/08/14 08:21:59.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13507,Case2889,Assign seriousness,2010/08/24 15:15:13.000,2010/08/24 15:15:13.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Assign seriousness
13508,Case2889,Take in charge ticket,2010/08/24 15:22:30.000,2010/08/24 15:22:30.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
13509,Case2889,Resolve ticket,2010/08/24 15:22:44.000,2010/08/24 15:22:44.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
13510,Case2889,Closed,2010/10/22 15:00:38.000,2010/10/22 15:00:38.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13511,Case2890,Assign seriousness,2011/04/07 07:09:00.000,2011/04/07 07:09:00.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13512,Case2890,Take in charge ticket,2011/04/07 07:10:18.000,2011/04/07 07:10:18.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
13513,Case2890,Resolve ticket,2011/04/21 09:25:01.000,2011/04/21 09:25:01.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13514,Case2890,Closed,2011/05/21 09:25:24.000,2011/05/21 09:25:24.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13515,Case2891,Assign seriousness,2013/01/22 14:05:42.000,2013/01/22 14:05:42.000,Fluxicon Disco,Variant 2,2,Value 13,Value 13,Assign seriousness
13516,Case2891,Take in charge ticket,2013/01/29 09:21:54.000,2013/01/29 09:21:54.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
13517,Case2891,Wait,2013/01/30 13:10:23.000,2013/01/30 13:10:23.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Wait
13518,Case2891,Resolve ticket,2013/02/26 13:03:05.000,2013/02/26 13:03:05.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Resolve ticket
13519,Case2891,Closed,2013/03/13 13:03:19.000,2013/03/13 13:03:19.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
13520,Case2892,Assign seriousness,2010/07/01 11:57:08.000,2010/07/01 11:57:08.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13521,Case2892,Take in charge ticket,2010/08/06 12:26:34.000,2010/08/06 12:26:34.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
13522,Case2892,Resolve ticket,2010/08/06 12:26:59.000,2010/08/06 12:26:59.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
13523,Case2892,Closed,2010/08/21 12:27:19.000,2010/08/21 12:27:19.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13524,Case2893,Assign seriousness,2011/11/16 08:22:21.000,2011/11/16 08:22:21.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13525,Case2893,Take in charge ticket,2011/11/16 08:22:29.000,2011/11/16 08:22:29.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13526,Case2893,Resolve ticket,2011/11/16 09:48:57.000,2011/11/16 09:48:57.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13527,Case2893,Closed,2011/12/17 08:30:29.000,2011/12/17 08:30:29.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13528,Case2894,Assign seriousness,2011/04/01 13:37:48.000,2011/04/01 13:37:48.000,Fluxicon Disco,Variant 3,3,Value 8,Value 8,Assign seriousness
13529,Case2894,Take in charge ticket,2011/04/01 13:38:13.000,2011/04/01 13:38:13.000,Fluxicon Disco,Variant 3,3,Value 8,Value 8,Take in charge ticket
13530,Case2894,Wait,2011/04/07 14:44:34.000,2011/04/07 14:44:34.000,Fluxicon Disco,Variant 3,3,Value 8,Value 8,Wait
13531,Case2894,Take in charge ticket,2011/04/20 14:59:00.000,2011/04/20 14:59:00.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
13532,Case2894,Resolve ticket,2011/04/20 14:59:26.000,2011/04/20 14:59:26.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Resolve ticket
13533,Case2894,Closed,2011/05/05 14:59:39.000,2011/05/05 14:59:39.000,Fluxicon Disco,Variant 3,3,Value 5,Value 5,Closed
13534,Case2895,Assign seriousness,2011/05/02 06:48:53.000,2011/05/02 06:48:53.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13535,Case2895,Take in charge ticket,2011/05/02 06:51:13.000,2011/05/02 06:51:13.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
13536,Case2895,Resolve ticket,2011/05/02 09:22:19.000,2011/05/02 09:22:19.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
13537,Case2895,Closed,2011/06/02 06:50:40.000,2011/06/02 06:50:40.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13538,Case2896,Assign seriousness,2011/04/27 12:02:00.000,2011/04/27 12:02:00.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13539,Case2896,Take in charge ticket,2011/05/05 08:20:13.000,2011/05/05 08:20:13.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
13540,Case2896,Resolve ticket,2011/05/05 08:32:49.000,2011/05/05 08:32:49.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
13541,Case2896,Closed,2011/06/25 12:11:16.000,2011/06/25 12:11:16.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13542,Case2897,Assign seriousness,2012/10/19 06:27:36.000,2012/10/19 06:27:36.000,Fluxicon Disco,Variant 56,56,Value 13,Value 13,Assign seriousness
13543,Case2897,Take in charge ticket,2012/10/19 06:53:56.000,2012/10/19 06:53:56.000,Fluxicon Disco,Variant 56,56,Value 2,Value 2,Take in charge ticket
13544,Case2897,Require upgrade,2012/10/19 06:54:52.000,2012/10/19 06:54:52.000,Fluxicon Disco,Variant 56,56,Value 2,Value 2,Require upgrade
13545,Case2897,Take in charge ticket,2012/10/19 09:10:17.000,2012/10/19 09:10:17.000,Fluxicon Disco,Variant 56,56,Value 4,Value 4,Take in charge ticket
13546,Case2897,Resolve ticket,2012/11/05 14:11:22.000,2012/11/05 14:11:22.000,Fluxicon Disco,Variant 56,56,Value 4,Value 4,Resolve ticket
13547,Case2897,Closed,2012/11/20 14:11:39.000,2012/11/20 14:11:39.000,Fluxicon Disco,Variant 56,56,Value 3,Value 3,Closed
13548,Case2898,Assign seriousness,2012/05/23 07:27:55.000,2012/05/23 07:27:55.000,Fluxicon Disco,Variant 9,9,Value 1,Value 1,Assign seriousness
13549,Case2898,Take in charge ticket,2012/05/24 14:17:27.000,2012/05/24 14:17:27.000,Fluxicon Disco,Variant 9,9,Value 9,Value 9,Take in charge ticket
13550,Case2898,Resolve ticket,2012/05/24 14:40:03.000,2012/05/24 14:40:03.000,Fluxicon Disco,Variant 9,9,Value 9,Value 9,Resolve ticket
13551,Case2898,Take in charge ticket,2012/05/28 07:26:53.000,2012/05/28 07:26:53.000,Fluxicon Disco,Variant 9,9,Value 9,Value 9,Take in charge ticket
13552,Case2898,Resolve ticket,2012/06/01 06:27:25.000,2012/06/01 06:27:25.000,Fluxicon Disco,Variant 9,9,Value 9,Value 9,Resolve ticket
13553,Case2898,Closed,2012/07/08 07:30:39.000,2012/07/08 07:30:39.000,Fluxicon Disco,Variant 9,9,Value 5,Value 5,Closed
13554,Case2899,Assign seriousness,2012/06/14 07:21:01.000,2012/06/14 07:21:01.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
13555,Case2899,Take in charge ticket,2012/06/15 06:33:09.000,2012/06/15 06:33:09.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
13556,Case2899,Resolve ticket,2012/06/18 11:21:02.000,2012/06/18 11:21:02.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13557,Case2899,Closed,2012/07/17 07:30:17.000,2012/07/17 07:30:17.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13558,Case2900,Assign seriousness,2011/05/02 13:51:39.000,2011/05/02 13:51:39.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13559,Case2900,Take in charge ticket,2011/05/02 13:52:07.000,2011/05/02 13:52:07.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
13560,Case2900,Resolve ticket,2011/05/03 09:35:10.000,2011/05/03 09:35:10.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Resolve ticket
13561,Case2900,Closed,2011/06/17 14:00:35.000,2011/06/17 14:00:35.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13562,Case2901,Assign seriousness,2010/12/01 15:31:45.000,2010/12/01 15:31:45.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
13563,Case2901,Take in charge ticket,2010/12/03 07:41:20.000,2010/12/03 07:41:20.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13564,Case2901,Resolve ticket,2010/12/03 07:41:35.000,2010/12/03 07:41:35.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
13565,Case2901,Closed,2011/01/15 15:40:38.000,2011/01/15 15:40:38.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13566,Case2902,Assign seriousness,2011/05/06 14:13:05.000,2011/05/06 14:13:05.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13567,Case2902,Take in charge ticket,2011/05/17 14:26:18.000,2011/05/17 14:26:18.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13568,Case2902,Resolve ticket,2011/05/20 07:30:41.000,2011/05/20 07:30:41.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
13569,Case2902,Closed,2011/06/19 14:21:09.000,2011/06/19 14:21:09.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13570,Case2903,Assign seriousness,2012/04/19 12:39:21.000,2012/04/19 12:39:21.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13571,Case2903,Take in charge ticket,2012/04/19 12:39:31.000,2012/04/19 12:39:31.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13572,Case2903,Resolve ticket,2012/04/19 14:22:13.000,2012/04/19 14:22:13.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
